Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000040258	Ensembl Gene Model	MGI:1336197	Nxph4	neurexophilin 4	protein coding gene
ENSMUSG00000041117	old symbol	MGI:3612184	Ccdc8	coiled-coil domain containing 8	protein coding gene
ENSMUSG00000041117	Ensembl Gene Model	MGI:3612184	Ccdc8	coiled-coil domain containing 8	protein coding gene
ENSMUSG00000041479	Ensembl Gene Model	MGI:2442166	Syt15	synaptotagmin XV	protein coding gene
ENSMUSG00000042349	Ensembl Gene Model	MGI:1929612	Ikbke	inhibitor of kappaB kinase epsilon	protein coding gene
ENSMUSG00000042425	Ensembl Gene Model	MGI:3646547	Frmpd3	FERM and PDZ domain containing 3	protein coding gene
ENSMUSG00000042766	Ensembl Gene Model	MGI:2673000	Trim46	tripartite motif-containing 46	protein coding gene
ENSMUSG00000044749	Ensembl Gene Model	MGI:1923434	Abca6	ATP-binding cassette, sub-family A (ABC1), member 6	protein coding gene
ENSMUSG00000048796	Ensembl Gene Model	MGI:1919273	Cyb561d1	cytochrome b-561 domain containing 1	protein coding gene
ENSMUSG00000048978	Ensembl Gene Model	MGI:894662	Nrsn1	neurensin 1	protein coding gene
ENSMUSG00000053279	Ensembl Gene Model	MGI:1353450	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1	protein coding gene
ENSMUSG00000053769	Ensembl Gene Model	MGI:1919409	Lysmd1	LysM, putative peptidoglycan-binding, domain containing 1	protein coding gene
ENSMUSG00000057982	Ensembl Gene Model	MGI:2143362	Zfp809	zinc finger protein 809	protein coding gene
ENSMUSG00000062758	Ensembl Gene Model	MGI:3646779	Gm16477	predicted pseudogene 16477	pseudogene
ENSMUSG00000064435	Ensembl Gene Model	MGI:5455365	Gm25588	predicted gene, 25588	snoRNA gene
ENSMUSG00000064525	Ensembl Gene Model	MGI:5456217	Gm26440	predicted gene, 26440	snoRNA gene
ENSMUSG00000064857	Ensembl Gene Model	MGI:4421760	n-R5s25	nuclear encoded rRNA 5S 25	rRNA gene
ENSMUSG00000065011	Ensembl Gene Model	MGI:5453283	Gm23506	predicted gene, 23506	snRNA gene
ENSMUSG00000065206	Ensembl Gene Model	MGI:5454388	Gm24611	predicted gene, 24611	snRNA gene
ENSMUSG00000065627	Ensembl Gene Model	MGI:5454580	Gm24803	predicted gene, 24803	snRNA gene
ENSMUSG00000065653	Ensembl Gene Model	MGI:5452882	Gm23105	predicted gene, 23105	snoRNA gene
ENSMUSG00000065788	Ensembl Gene Model	MGI:5452459	Gm22682	predicted gene, 22682	snRNA gene
ENSMUSG00000066553	Ensembl Gene Model	MGI:3645320	Gm6969	predicted pseudogene 6969	pseudogene
ENSMUSG00000069227	Ensembl Gene Model	MGI:1349455	Gprin1	G protein-regulated inducer of neurite outgrowth 1	protein coding gene
ENSMUSG00000072487	Ensembl Gene Model	MGI:2685474	Mroh5	maestro heat-like repeat family member 5	protein coding gene
ENSMUSG00000073141	Ensembl Gene Model	MGI:3588249	4930567H17Rik	RIKEN cDNA 4930567H17 gene	lincRNA gene
ENSMUSG00000073600	Ensembl Gene Model	MGI:2686460	Prob1	proline rich basic protein 1	protein coding gene
ENSMUSG00000075485	old symbol	MGI:3642916	Gm10842	predicted gene 10842	protein coding gene
ENSMUSG00000075485	Ensembl Gene Model	MGI:3642916	Gm10842	predicted gene 10842	protein coding gene
ENSMUSG00000078183	Ensembl Gene Model	MGI:3783056	Gm15610	predicted gene 15610	pseudogene
ENSMUSG00000078235	Ensembl Gene Model	MGI:3651622	Fam43b	family with sequence similarity 43, member B	protein coding gene
ENSMUSG00000078497	Ensembl Gene Model	MGI:3701123	Zfp978	zinc finger protein 978	protein coding gene
ENSMUSG00000078864	Ensembl Gene Model	MGI:3652185	Gm14322	predicted gene 14322	protein coding gene
ENSMUSG00000079606	Ensembl Gene Model	MGI:2685441	Gm595	predicted gene 595	protein coding gene
ENSMUSG00000080237	Ensembl Gene Model	MGI:3651698	Gm14239	predicted gene 14239	pseudogene
ENSMUSG00000080742	Ensembl Gene Model	MGI:3650858	Gm14035	predicted gene 14035	pseudogene
ENSMUSG00000080802	Ensembl Gene Model	MGI:3651562	Gm13804	predicted gene 13804	pseudogene
ENSMUSG00000080839	Ensembl Gene Model	MGI:3650862	Gm11625	predicted gene 11625	pseudogene
ENSMUSG00000081843	Ensembl Gene Model	MGI:3648946	Gm7851	predicted gene 7851	pseudogene
ENSMUSG00000081882	Ensembl Gene Model	MGI:3649965	Gm14294	predicted gene 14294	pseudogene
ENSMUSG00000082043	Ensembl Gene Model	MGI:3650820	Gm12848	predicted gene 12848	pseudogene
ENSMUSG00000082054	Ensembl Gene Model	MGI:1859621	Psmb6-ps	proteasome (prosome, macropain) subunit, beta type 6, pseudogene	pseudogene
ENSMUSG00000082066	Ensembl Gene Model	MGI:3651201	Gm13904	predicted gene 13904	pseudogene
ENSMUSG00000082370	Ensembl Gene Model	MGI:3649993	Gm12313	predicted gene 12313	pseudogene
ENSMUSG00000082516	Ensembl Gene Model	MGI:3650441	Gm13342	predicted gene 13342	pseudogene
ENSMUSG00000082749	Ensembl Gene Model	MGI:3651724	Rpl9-ps2	ribosomal protein L9, pseudogene 2	pseudogene
ENSMUSG00000083026	Ensembl Gene Model	MGI:3647018	Gm6373	predicted gene 6373	pseudogene
ENSMUSG00000083128	Ensembl Gene Model	MGI:3652213	Gm12723	predicted gene 12723	pseudogene
ENSMUSG00000083183	Ensembl Gene Model	MGI:3783023	Gm15575	predicted gene 15575	pseudogene
ENSMUSG00000083392	Ensembl Gene Model	MGI:3644202	Gm6335	predicted gene 6335	pseudogene
ENSMUSG00000083398	Ensembl Gene Model	MGI:3651863	Gm13458	predicted gene 13458	pseudogene
ENSMUSG00000083468	Ensembl Gene Model	MGI:3648373	Gm9431	predicted gene 9431	pseudogene
ENSMUSG00000083580	Ensembl Gene Model	MGI:3652081	Rpsa-ps3	ribosomal protein SA, pseudogene 3	pseudogene
ENSMUSG00000083944	Ensembl Gene Model	MGI:3705515	Gm14733	predicted gene 14733	pseudogene
ENSMUSG00000084164	Ensembl Gene Model	MGI:3652326	Gm13902	predicted gene 13902	pseudogene
ENSMUSG00000084203	Ensembl Gene Model	MGI:3783040	Gm15593	predicted gene 15593	pseudogene
ENSMUSG00000084261	Ensembl Gene Model	MGI:3651804	Rpl36a-ps4	ribosomal protein L36A, pseudogene 4	pseudogene
ENSMUSG00000084368	Ensembl Gene Model	MGI:3649589	Gm11572	predicted gene 11572	pseudogene
ENSMUSG00000085315	Ensembl Gene Model	MGI:3040796	A430018G15Rik	RIKEN cDNA A430018G15 gene	unclassified non-coding RNA gene
ENSMUSG00000085687	Ensembl Gene Model	MGI:3802057	Gm16153	predicted gene 16153	unclassified non-coding RNA gene
ENSMUSG00000086272	Ensembl Gene Model	MGI:3039570	BC039966	cDNA sequence BC039966	antisense lncRNA gene
ENSMUSG00000086813	Ensembl Gene Model	MGI:3650031	Gm13657	predicted gene 13657	unclassified non-coding RNA gene
ENSMUSG00000087179	Ensembl Gene Model	MGI:3652157	Gm14230	predicted gene 14230	lincRNA gene
ENSMUSG00000087371	Ensembl Gene Model	MGI:3782989	Gm15541	predicted gene 15541	antisense lncRNA gene
ENSMUSG00000087396	Ensembl Gene Model	MGI:1921646	4933407K13Rik	RIKEN cDNA 4933407K13 gene	unclassified non-coding RNA gene
ENSMUSG00000088348	Ensembl Gene Model	MGI:5453642	Gm23865	predicted gene, 23865	snRNA gene
ENSMUSG00000088789	Ensembl Gene Model	MGI:4360027	Scarna13	small Cajal body-specific RNA 1	snoRNA gene
ENSMUSG00000089966	Ensembl Gene Model	MGI:3801713	Gm16030	predicted gene 16030	pseudogene
ENSMUSG00000091102	Ensembl Gene Model	MGI:3642105	5830462I19Rik	RIKEN cDNA 5830462I19 gene	unclassified gene
ENSMUSG00000091996	Ensembl Gene Model	MGI:3040681	BC049352	cDNA sequence BC049352	protein coding gene
ENSMUSG00000093559	Ensembl Gene Model	MGI:5313152	Gm20705	predicted gene 20705	intronic lncRNA gene
ENSMUSG00000093716	Ensembl Gene Model	MGI:5012000	Gm19815	predicted gene, 19815	pseudogene
ENSMUSG00000093979	Ensembl Gene Model	MGI:3780407	Gm2237	predicted gene 2237	protein coding gene
ENSMUSG00000096111	Ensembl Gene Model	MGI:5434081	Gm21917	predicted gene, 21917	antisense lncRNA gene
ENSMUSG00000097050	Ensembl Gene Model	MGI:3646315	Gm9918	predicted gene 9918	protein coding gene
ENSMUSG00000097274	Ensembl Gene Model	MGI:5477058	Gm26564	predicted gene, 26564	lincRNA gene
ENSMUSG00000097572	Ensembl Gene Model	MGI:5477291	Gm26797	predicted gene, 26797	lincRNA gene
ENSMUSG00000097657	Ensembl Gene Model	MGI:3645153	Gm7389	predicted gene 7389	pseudogene
ENSMUSG00000097752	Ensembl Gene Model	MGI:5477182	Gm26688	predicted gene, 26688	antisense lncRNA gene
ENSMUSG00000098183	Ensembl Gene Model	MGI:5504125	Gm27010	predicted gene, 27010	lincRNA gene
ENSMUSG00000018102	Ensembl Gene Model	MGI:1915274	Hist1h2bc	histone cluster 1, H2bc	protein coding gene
ENSMUSG00000019066	Ensembl Gene Model	MGI:97844	Rab3d	RAB3D, member RAS oncogene family	protein coding gene
ENSMUSG00000024901	Ensembl Gene Model	MGI:1924963	Peli3	pellino 3	protein coding gene
ENSMUSG00000025790	Ensembl Gene Model	MGI:1351867	Slco3a1	solute carrier organic anion transporter family, member 3a1	protein coding gene
ENSMUSG00000028680	Ensembl Gene Model	MGI:109604	Plk3	polo-like kinase 3	protein coding gene
ENSMUSG00000029605	Ensembl Gene Model	MGI:97430	Oas1b	2'-5' oligoadenylate synthetase 1B	polymorphic pseudogene
ENSMUSG00000031200	Ensembl Gene Model	MGI:102699	Mtcp1	mature T cell proliferation 1	protein coding gene
ENSMUSG00000035228	Ensembl Gene Model	MGI:2385900	Ccdc106	coiled-coil domain containing 106	protein coding gene
ENSMUSG00000037375	Ensembl Gene Model	MGI:2444681	Hhat	hedgehog acyltransferase	protein coding gene
ENSMUSG00000037509	Ensembl Gene Model	MGI:2442507	Arhgef4	Rho guanine nucleotide exchange factor (GEF) 4	protein coding gene
ENSMUSG00000043155	Ensembl Gene Model	MGI:2444646	Hpdl	4-hydroxyphenylpyruvate dioxygenase-like	protein coding gene
ENSMUSG00000043467	Ensembl Gene Model	MGI:2444467	Zbtb37	zinc finger and BTB domain containing 37	protein coding gene
ENSMUSG00000044757	old symbol	MGI:3648857	Gm6430	predicted gene 6430	pseudogene
ENSMUSG00000044757	Ensembl Gene Model	MGI:3648857	Gm6430	predicted gene 6430	pseudogene
ENSMUSG00000046334	Ensembl Gene Model	MGI:3647661	Gm6195	predicted pseudogene 6195	pseudogene
ENSMUSG00000057219	Ensembl Gene Model	MGI:2679719	Armc7	armadillo repeat containing 7	protein coding gene
ENSMUSG00000058396	Ensembl Gene Model	MGI:109545	Gpr182	G protein-coupled receptor 182	protein coding gene
ENSMUSG00000064358	Ensembl Gene Model	MGI:102502	mt-Co3	mitochondrially encoded cytochrome c oxidase III	protein coding gene
ENSMUSG00000065017	Ensembl Gene Model	MGI:5453287	Gm23510	predicted gene, 23510	snRNA gene
ENSMUSG00000065141	Ensembl Gene Model	MGI:5452429	Gm22652	predicted gene, 22652	snoRNA gene
ENSMUSG00000065251	Ensembl Gene Model	MGI:5453748	Gm23971	predicted gene, 23971	snRNA gene
ENSMUSG00000069372	old symbol	MGI:3642816	Ctxn3	cortexin 3	protein coding gene
ENSMUSG00000069372	Ensembl Gene Model	MGI:3642816	Ctxn3	cortexin 3	protein coding gene
ENSMUSG00000072720	Ensembl Gene Model	MGI:1921626	Myo18b	myosin XVIIIb	protein coding gene
ENSMUSG00000073554	Ensembl Gene Model	MGI:3643572	Gm6960	predicted pseudogene 6960	pseudogene
ENSMUSG00000075553	Ensembl Gene Model	MGI:3643060	Gm5464	predicted gene 5464	protein coding gene
ENSMUSG00000075864	Ensembl Gene Model	MGI:5455779	Gm26002	predicted gene, 26002	snRNA gene
ENSMUSG00000078905	Ensembl Gene Model	MGI:3649576	Gm14393	predicted gene 14393	protein coding gene
ENSMUSG00000079042	Ensembl Gene Model	MGI:3642370	Apela	apelin receptor early endogenous ligand	protein coding gene
ENSMUSG00000079998	Ensembl Gene Model	MGI:3649527	Gm12947	predicted gene 12947	pseudogene
ENSMUSG00000080021	Ensembl Gene Model	MGI:3642938	Gm5915	predicted pseudogene 5915	pseudogene
ENSMUSG00000080726	Ensembl Gene Model	MGI:3709611	Gm15366	predicted gene 15366	pseudogene
ENSMUSG00000081257	Ensembl Gene Model	MGI:3649691	Gm13607	predicted gene 13607	pseudogene
ENSMUSG00000081653	Ensembl Gene Model	MGI:3650603	Gm11354	predicted gene 11354	pseudogene
ENSMUSG00000081888	Ensembl Gene Model	MGI:3650451	Spcs2-ps	signal peptidase complex subunit 2, pseudogene	pseudogene
ENSMUSG00000082189	Ensembl Gene Model	MGI:3648818	Gm4784	predicted gene 4784	pseudogene
ENSMUSG00000082461	Ensembl Gene Model	MGI:3644372	Gm8844	predicted gene 8844	pseudogene
ENSMUSG00000082596	Ensembl Gene Model	MGI:3649437	Gm14227	predicted gene 14227	pseudogene
ENSMUSG00000082673	Ensembl Gene Model	MGI:3649311	Gm11857	predicted gene 11857	pseudogene
ENSMUSG00000083165	Ensembl Gene Model	MGI:3652103	Gm11344	predicted gene 11344	pseudogene
ENSMUSG00000083246	Ensembl Gene Model	MGI:3651162	Gm11839	predicted gene 11839	pseudogene
ENSMUSG00000083486	Ensembl Gene Model	MGI:3705887	Gm14521	predicted gene 14521	pseudogene
ENSMUSG00000083672	Ensembl Gene Model	MGI:3647335	Kpna2-ps	Kpna2 retrotransposed pseudogene	pseudogene
ENSMUSG00000083827	Ensembl Gene Model	MGI:3783154	Gm15712	predicted gene 15712	pseudogene
ENSMUSG00000084029	Ensembl Gene Model	MGI:3644160	Gm8855	predicted gene 8855	pseudogene
ENSMUSG00000084527	Ensembl Gene Model	MGI:5453962	Gm24185	predicted gene, 24185	snRNA gene
ENSMUSG00000085054	Ensembl Gene Model	MGI:3802168	Gm15834	predicted gene 15834	lincRNA gene
ENSMUSG00000085568	Ensembl Gene Model	MGI:3705120	Gm14858	predicted gene 14858	unclassified non-coding RNA gene
ENSMUSG00000086321	Ensembl Gene Model	MGI:3650701	Gm11413	predicted gene 11413	antisense lncRNA gene
ENSMUSG00000087624	Ensembl Gene Model	MGI:1924998	9230111E07Rik	RIKEN cDNA 9230111E07 gene	lincRNA gene
ENSMUSG00000090843	Ensembl Gene Model	MGI:4937307	Heatr4	HEAT repeat containing 4	protein coding gene
ENSMUSG00000092986	Ensembl Gene Model	MGI:5455351	Gm25574	predicted gene, 25574	unclassified non-coding RNA gene
ENSMUSG00000097709	Ensembl Gene Model	MGI:1924187	2810429I04Rik	RIKEN cDNA 2810429I04 gene	lincRNA gene
ENSMUSG00000098225	Ensembl Gene Model	MGI:3779966	Gm9556	predicted gene 9556	pseudogene
ENSMUSG00000098985	Ensembl Gene Model	MGI:5521062	Gm27219	predicted gene 27219	pseudogene
ENSMUSG00000001168	Ensembl Gene Model	MGI:2180853	Oas1h	2'-5' oligoadenylate synthetase 1H	protein coding gene
ENSMUSG00000002997	Ensembl Gene Model	MGI:97760	Prkar2b	protein kinase, cAMP dependent regulatory, type II beta	protein coding gene
ENSMUSG00000005628	Ensembl Gene Model	MGI:1355285	Tmod4	tropomodulin 4	protein coding gene
ENSMUSG00000006235	Ensembl Gene Model	MGI:95408	Epor	erythropoietin receptor	protein coding gene
ENSMUSG00000014773	Ensembl Gene Model	MGI:104659	Dll1	delta-like 1 (Drosophila)	protein coding gene
ENSMUSG00000020335	Ensembl Gene Model	MGI:1351476	Zfp354b	zinc finger protein 354B	protein coding gene
ENSMUSG00000020928	Ensembl Gene Model	MGI:1922939	Higd1b	HIG1 domain family, member 1B	protein coding gene
ENSMUSG00000024793	Ensembl Gene Model	MGI:1934667	Tnfrsf25	tumor necrosis factor receptor superfamily, member 25	protein coding gene
ENSMUSG00000025176	Ensembl Gene Model	MGI:1914682	Hoga1	4-hydroxy-2-oxoglutarate aldolase 1	protein coding gene
ENSMUSG00000028539	Ensembl Gene Model	MGI:1333791	Artn	artemin	protein coding gene
ENSMUSG00000029712	Ensembl Gene Model	MGI:1933548	Actl6b	actin-like 6B	protein coding gene
ENSMUSG00000029716	Ensembl Gene Model	MGI:1354956	Tfr2	transferrin receptor 2	protein coding gene
ENSMUSG00000030474	Ensembl Gene Model	MGI:1932475	Siglece	sialic acid binding Ig-like lectin E	protein coding gene
ENSMUSG00000030621	Ensembl Gene Model	MGI:1916679	Me3	malic enzyme 3, NADP(+)-dependent, mitochondrial	protein coding gene
ENSMUSG00000031257	Ensembl Gene Model	MGI:2450016	Nox1	NADPH oxidase 1	protein coding gene
ENSMUSG00000032323	Ensembl Gene Model	MGI:88582	Cyp11a1	cytochrome P450, family 11, subfamily a, polypeptide 1	protein coding gene
ENSMUSG00000032623	Ensembl Gene Model	MGI:2140770	Oas1d	2'-5' oligoadenylate synthetase 1D	protein coding gene
ENSMUSG00000033420	Ensembl Gene Model	MGI:1916788	Antxr1	anthrax toxin receptor 1	protein coding gene
ENSMUSG00000033676	Ensembl Gene Model	MGI:95621	Gabrb3	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3	protein coding gene
ENSMUSG00000034177	Ensembl Gene Model	MGI:2442609	Rnf43	ring finger protein 43	protein coding gene
ENSMUSG00000035007	Ensembl Gene Model	MGI:2144506	Rundc1	RUN domain containing 1	protein coding gene
ENSMUSG00000035835	Ensembl Gene Model	MGI:2388640	Plppr3	phospholipid phosphatase related 3	protein coding gene
ENSMUSG00000037568	Ensembl Gene Model	MGI:2444826	Vash2	vasohibin 2	protein coding gene
ENSMUSG00000037990	Ensembl Gene Model	MGI:2444637	Sh3rf3	SH3 domain containing ring finger 3	protein coding gene
ENSMUSG00000038213	Ensembl Gene Model	MGI:2384853	Tapbpl	TAP binding protein-like	protein coding gene
ENSMUSG00000039193	Ensembl Gene Model	MGI:3036243	Nlrc4	NLR family, CARD domain containing 4	protein coding gene
ENSMUSG00000039697	Ensembl Gene Model	MGI:2444847	Ncoa7	nuclear receptor coactivator 7	protein coding gene
ENSMUSG00000040412	Ensembl Gene Model	MGI:1923930	5330417C22Rik	RIKEN cDNA 5330417C22 gene	protein coding gene
ENSMUSG00000042784	Ensembl Gene Model	MGI:97231	Muc1	mucin 1, transmembrane	protein coding gene
ENSMUSG00000043448	Ensembl Gene Model	MGI:2153060	Gjc2	gap junction protein, gamma 2	protein coding gene
ENSMUSG00000044854	Ensembl Gene Model	MGI:1920613	1700056E22Rik	RIKEN cDNA 1700056E22 gene	antisense lncRNA gene
ENSMUSG00000045730	Ensembl Gene Model	MGI:87938	Adrb2	adrenergic receptor, beta 2	protein coding gene
ENSMUSG00000046168	Ensembl Gene Model	MGI:2685591	Kcnrg	potassium channel regulator	protein coding gene
ENSMUSG00000046440	Ensembl Gene Model	MGI:3645018	Gm5564	predicted gene 5564	pseudogene
ENSMUSG00000046550	Ensembl Gene Model	MGI:3605548	Spin2c	spindlin family, member 2C	protein coding gene
ENSMUSG00000047181	Ensembl Gene Model	MGI:2384945	Samd14	sterile alpha motif domain containing 14	protein coding gene
ENSMUSG00000047766	Ensembl Gene Model	MGI:2442689	Lrrc49	leucine rich repeat containing 49	protein coding gene
ENSMUSG00000049532	Ensembl Gene Model	MGI:1354373	Sall2	sal-like 2 (Drosophila)	protein coding gene
ENSMUSG00000050295	Ensembl Gene Model	MGI:1347466	Foxc1	forkhead box C1	protein coding gene
ENSMUSG00000053024	Ensembl Gene Model	MGI:104518	Cntn2	contactin 2	protein coding gene
ENSMUSG00000054450	old symbol	MGI:3641652	Gm9945	predicted gene 9945	protein coding gene
ENSMUSG00000054450	Ensembl Gene Model	MGI:3641652	Gm9945	predicted gene 9945	protein coding gene
ENSMUSG00000056162	Ensembl Gene Model	MGI:2451097	Cndp1	carnosine dipeptidase 1 (metallopeptidase M20 family)	protein coding gene
ENSMUSG00000060538	Ensembl Gene Model	MGI:1915992	Tmem219	transmembrane protein 219	protein coding gene
ENSMUSG00000061637	Ensembl Gene Model	MGI:3031291	Olfr1457	olfactory receptor 1457	protein coding gene
ENSMUSG00000061923	Ensembl Gene Model	MGI:97424	Odf1	outer dense fiber of sperm tails 1	protein coding gene
ENSMUSG00000062151	Ensembl Gene Model	MGI:2149021	Unc13c	unc-13 homolog C (C. elegans)	protein coding gene
ENSMUSG00000062588	Ensembl Gene Model	MGI:3648587	Gm6104	predicted gene 6104	pseudogene
ENSMUSG00000063239	Ensembl Gene Model	MGI:1351341	Grm4	glutamate receptor, metabotropic 4	protein coding gene
ENSMUSG00000063713	Ensembl Gene Model	MGI:892021	Klk1b24	kallikrein 1-related peptidase b24	protein coding gene
ENSMUSG00000064330	Ensembl Gene Model	MGI:1925850	Pde6h	phosphodiesterase 6H, cGMP-specific, cone, gamma	protein coding gene
ENSMUSG00000071042	Ensembl Gene Model	MGI:3028579	Rasgrp3	RAS, guanyl releasing protein 3	protein coding gene
ENSMUSG00000071350	Ensembl Gene Model	MGI:2685139	Setdb2	SET domain, bifurcated 2	protein coding gene
ENSMUSG00000074274	Ensembl Gene Model	MGI:3687343	D930028M14Rik	RIKEN cDNA D930028M14 gene	lincRNA gene
ENSMUSG00000074622	Ensembl Gene Model	MGI:104555	Mafb	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	protein coding gene
ENSMUSG00000074934	Ensembl Gene Model	MGI:1344337	Grem1	gremlin 1, DAN family BMP antagonist	protein coding gene
ENSMUSG00000075172	Ensembl Gene Model	MGI:3030924	Olfr1090	olfactory receptor 1090	protein coding gene
ENSMUSG00000075267	Ensembl Gene Model	MGI:2685847	Dfnb59	deafness, autosomal recessive 59 (human)	protein coding gene
ENSMUSG00000075528	Ensembl Gene Model	MGI:1916934	Aarsd1	alanyl-tRNA synthetase domain containing 1	protein coding gene
ENSMUSG00000075609	Ensembl Gene Model	MGI:3646370	Gm7935	predicted pseudogene 7935	pseudogene
ENSMUSG00000076304	Ensembl Gene Model	MGI:5452839	Gm23062	predicted gene, 23062	miRNA gene
ENSMUSG00000080978	Ensembl Gene Model	MGI:3649682	Gm12297	predicted gene 12297	pseudogene
ENSMUSG00000081187	Ensembl Gene Model	MGI:1920452	3110067C02Rik	RIKEN cDNA 3110067C02 gene	pseudogene
ENSMUSG00000081769	Ensembl Gene Model	MGI:3650088	Gm12216	predicted gene 12216	protein coding gene
ENSMUSG00000082062	Ensembl Gene Model	MGI:95590	Ftl2-ps	ferritin light polypeptide 2, pseudogene	pseudogene
ENSMUSG00000082120	Ensembl Gene Model	MGI:3783164	Gm15720	predicted gene 15720	pseudogene
ENSMUSG00000082394	Ensembl Gene Model	MGI:3782779	Gm4596	predicted gene 4596	pseudogene
ENSMUSG00000082613	Ensembl Gene Model	MGI:3652273	Gm12518	predicted gene 12518	pseudogene
ENSMUSG00000083191	Ensembl Gene Model	MGI:3783019	Gm15571	predicted gene 15571	pseudogene
ENSMUSG00000083224	Ensembl Gene Model	MGI:3649873	Gm11255	predicted gene 11255	pseudogene
ENSMUSG00000083471	Ensembl Gene Model	MGI:3652027	Gm12118	predicted gene 12118	pseudogene
ENSMUSG00000083492	Ensembl Gene Model	MGI:3705573	Gm14515	predicted gene 14515	pseudogene
ENSMUSG00000085082	Ensembl Gene Model	MGI:3840144	Gm16330	predicted gene 16330	pseudogene
ENSMUSG00000085589	Ensembl Gene Model	MGI:2444132	A430078I02Rik	RIKEN cDNA A430078I02 gene	antisense lncRNA gene
ENSMUSG00000085890	Ensembl Gene Model	MGI:1919587	Tnfsf13os	tumor necrosis factor (ligand) superfamily, member 13, opposite strand	antisense lncRNA gene
ENSMUSG00000086735	Ensembl Gene Model	MGI:3652169	Gm13977	predicted gene 13977	antisense lncRNA gene
ENSMUSG00000086944	Ensembl Gene Model	MGI:3801904	Gm15859	predicted gene 15859	antisense lncRNA gene
ENSMUSG00000087197	Ensembl Gene Model	MGI:3650707	Gm13780	predicted gene 13780	lincRNA gene
ENSMUSG00000088519	Ensembl Gene Model	MGI:5454216	Gm24439	predicted gene, 24439	snoRNA gene
ENSMUSG00000090637	Ensembl Gene Model	MGI:3643154	Gm6189	predicted gene 6189	pseudogene
ENSMUSG00000091676	Ensembl Gene Model	MGI:3647524	Gm8374	predicted gene 8374	protein coding gene
ENSMUSG00000091956	Ensembl Gene Model	MGI:1922947	C2cd4b	C2 calcium-dependent domain containing 4B	protein coding gene
ENSMUSG00000091994	Ensembl Gene Model	MGI:3041202	E130317F20Rik	RIKEN cDNA E130317F20 gene	unclassified non-coding RNA gene
ENSMUSG00000093661	Ensembl Gene Model	MGI:1914142	Eif4e3	eukaryotic translation initiation factor 4E member 3	protein coding gene
ENSMUSG00000094437	Ensembl Gene Model	MGI:3704332	Gm9830	predicted gene 9830	pseudogene
ENSMUSG00000094840	Ensembl Gene Model	MGI:3588263	Muc3a	mucin 3A, cell surface associated	protein coding gene
ENSMUSG00000095081	Ensembl Gene Model	MGI:3642968	Gm8693	predicted gene 8693	protein coding gene
ENSMUSG00000096549	Ensembl Gene Model	MGI:2685785	Prickle4	prickle planar cell polarity protein 4	protein coding gene
ENSMUSG00000097128	Ensembl Gene Model	MGI:5477378	Gm26884	predicted gene, 26884	lincRNA gene
ENSMUSG00000097291	Ensembl Gene Model	MGI:5011013	Gm18828	predicted gene, 18828	pseudogene
ENSMUSG00000097635	Ensembl Gene Model	MGI:5477320	Gm26826	predicted gene, 26826	antisense lncRNA gene
ENSMUSG00000097660	Ensembl Gene Model	MGI:5477256	Gm26762	predicted gene, 26762	lincRNA gene
ENSMUSG00000097737	Ensembl Gene Model	MGI:5477024	Gm26530	predicted gene, 26530	lincRNA gene
ENSMUSG00000098438	Ensembl Gene Model	MGI:5521021	Gm27178	predicted gene 27178	pseudogene
ENSMUSG00000098710	Ensembl Gene Model	MGI:5531413	Mir7067	microRNA 7067	miRNA gene
ENSMUSG00000003271	Ensembl Gene Model	MGI:1926342	Sult2b1	sulfotransferase family, cytosolic, 2B, member 1	protein coding gene
ENSMUSG00000006134	Ensembl Gene Model	MGI:104686	Crkl	v-crk avian sarcoma virus CT10 oncogene homolog-like	protein coding gene
ENSMUSG00000006311	Ensembl Gene Model	MGI:99253	Etv2	ets variant 2	protein coding gene
ENSMUSG00000008601	Ensembl Gene Model	MGI:1858203	Rab25	RAB25, member RAS oncogene family	protein coding gene
ENSMUSG00000012777	Ensembl Gene Model	MGI:3644563	Acpt	acid phosphatase, testicular	protein coding gene
ENSMUSG00000016179	Ensembl Gene Model	MGI:2388073	Camk1g	calcium/calmodulin-dependent protein kinase I gamma	protein coding gene
ENSMUSG00000018830	Ensembl Gene Model	MGI:102643	Myh11	myosin, heavy polypeptide 11, smooth muscle	protein coding gene
ENSMUSG00000019429	Ensembl Gene Model	MGI:2685324	Ffar3	free fatty acid receptor 3	protein coding gene
ENSMUSG00000021086	Ensembl Gene Model	MGI:1921186	Ccdc175	coiled-coil domain containing 175	protein coding gene
ENSMUSG00000021411	Ensembl Gene Model	MGI:1914145	Pxdc1	PX domain containing 1	protein coding gene
ENSMUSG00000024224	Ensembl Gene Model	MGI:2685595	Clpsl2	colipase-like 2	protein coding gene
ENSMUSG00000024292	Ensembl Gene Model	MGI:1927669	Cyp4f14	cytochrome P450, family 4, subfamily f, polypeptide 14	protein coding gene
ENSMUSG00000024517	Ensembl Gene Model	MGI:95833	Grp	gastrin releasing peptide	protein coding gene
ENSMUSG00000024548	Ensembl Gene Model	MGI:1933199	Setbp1	SET binding protein 1	protein coding gene
